SEQUENTIAL
tc01-5959d217;1BCDEFAAAAA1;201;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA2;202;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA3;203;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA4;204;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA5;205;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA6;206;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA7;207;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA8;208;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAA9;209;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAAA;210;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAAB;211;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAAC;212;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAAD;213;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAAE;214;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAAF;215;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB1;216;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB2;217;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB3;218;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB4;219;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB5;220;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB6;221;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB7;222;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB8;223;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAAB9;224;1BCDEFAAAABB;5060
tc01-5959d217;1BCDEFAAAABA;225;1BCDEFAAAABB;5060
