SEQUENTIAL
tc03-86837bc3;3BCDEFAAAAA1;201
tc03-86837bc3;3BCDEFAAAAA2;202
tc03-86837bc3;3BCDEFAAAAA3;203
tc03-86837bc3;3BCDEFAAAAA4;204
tc03-86837bc3;3BCDEFAAAAA5;205
tc03-86837bc3;3BCDEFAAAAA6;206
tc03-86837bc3;3BCDEFAAAAA7;207
tc03-86837bc3;3BCDEFAAAAA8;208
tc03-86837bc3;3BCDEFAAAAA9;209
tc03-86837bc3;3BCDEFAAAAAA;210
tc03-86837bc3;3BCDEFAAAAAB;211
tc03-86837bc3;3BCDEFAAAAAC;212
tc03-86837bc3;3BCDEFAAAAAD;213
tc03-86837bc3;3BCDEFAAAAAE;214
tc03-86837bc3;3BCDEFAAAAAF;215
tc03-86837bc3;3BCDEFAAAAB1;216
tc03-86837bc3;3BCDEFAAAAB2;217
tc03-86837bc3;3BCDEFAAAAB3;218
tc03-86837bc3;3BCDEFAAAAB4;219
tc03-86837bc3;3BCDEFAAAAB5;220
tc03-86837bc3;3BCDEFAAAAB6;221
tc03-86837bc3;3BCDEFAAAAB7;222
tc03-86837bc3;3BCDEFAAAAB8;223
tc03-86837bc3;3BCDEFAAAAB9;224
tc03-86837bc3;3BCDEFAAAABA;225
tc03-86837bc3;3BCDEFAAAABB;555
