SEQUENTIAL
tc24-d63b1596;AB8DEFAAAAA1;201
tc24-d63b1596;AB8DEFAAAAA2;202
tc24-d63b1596;AB8DEFAAAAA3;203
tc24-d63b1596;AB8DEFAAAAA4;204
tc24-d63b1596;AB8DEFAAAAA5;205
tc24-d63b1596;AB8DEFAAAAA6;206
tc24-d63b1596;AB8DEFAAAAA7;207
tc24-d63b1596;AB8DEFAAAAA8;208
tc24-d63b1596;AB8DEFAAAAA9;209
tc24-d63b1596;AB8DEFAAAAAA;210
tc24-d63b1596;AB8DEFAAAAAB;211
tc24-d63b1596;AB8DEFAAAAAC;212
tc24-d63b1596;AB8DEFAAAAAD;213
tc24-d63b1596;AB8DEFAAAAAE;214
tc24-d63b1596;AB8DEFAAAAAF;215
tc24-d63b1596;AB8DEFAAAAB1;216
tc24-d63b1596;AB8DEFAAAAB2;217
tc24-d63b1596;AB8DEFAAAAB3;218
tc24-d63b1596;AB8DEFAAAAB4;219
tc24-d63b1596;AB8DEFAAAAB5;220
tc24-d63b1596;AB8DEFAAAAB6;221
tc24-d63b1596;AB8DEFAAAAB7;222
tc24-d63b1596;AB8DEFAAAAB8;223
tc24-d63b1596;AB8DEFAAAAB9;224
tc24-d63b1596;AB8DEFAAAABA;225
tc24-d63b1596;AB8DEFAAAABB;555
