SEQUENTIAL
tc20-b8127a65;AB4DEFAAAAA1;201
tc20-b8127a65;AB4DEFAAAAA2;202
tc20-b8127a65;AB4DEFAAAAA3;203
tc20-b8127a65;AB4DEFAAAAA4;204
tc20-b8127a65;AB4DEFAAAAA5;205
tc20-b8127a65;AB4DEFAAAAA6;206
tc20-b8127a65;AB4DEFAAAAA7;207
tc20-b8127a65;AB4DEFAAAAA8;208
tc20-b8127a65;AB4DEFAAAAA9;209
tc20-b8127a65;AB4DEFAAAAAA;210
tc20-b8127a65;AB4DEFAAAAAB;211
tc20-b8127a65;AB4DEFAAAAAC;212
tc20-b8127a65;AB4DEFAAAAAD;213
tc20-b8127a65;AB4DEFAAAAAE;214
tc20-b8127a65;AB4DEFAAAAAF;215
tc20-b8127a65;AB4DEFAAAAB1;216
tc20-b8127a65;AB4DEFAAAAB2;217
tc20-b8127a65;AB4DEFAAAAB3;218
tc20-b8127a65;AB4DEFAAAAB4;219
tc20-b8127a65;AB4DEFAAAAB5;220
tc20-b8127a65;AB4DEFAAAAB6;221
tc20-b8127a65;AB4DEFAAAAB7;222
tc20-b8127a65;AB4DEFAAAAB8;223
tc20-b8127a65;AB4DEFAAAAB9;224
tc20-b8127a65;AB4DEFAAAABA;225
tc20-b8127a65;AB4DEFAAAABB;555
