SEQUENTIAL
tc02-1e6c9387;2BCDEFAAAAA1;201;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA2;202;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA3;203;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA4;204;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA5;205;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA6;206;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA7;207;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA8;208;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAA9;209;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAAA;210;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAAB;211;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAAC;212;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAAD;213;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAAE;214;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAAF;215;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB1;216;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB2;217;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB3;218;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB4;219;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB5;220;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB6;221;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB7;222;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB8;223;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAAB9;224;2BCDEFAAAABB;5061
tc02-1e6c9387;2BCDEFAAAABA;225;2BCDEFAAAABB;5061
