SEQUENTIAL
tc14-22548719;A6CDEFAAAAA1;201;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA2;202;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA3;203;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA4;204;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA5;205;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA6;206;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA7;207;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA8;208;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAA9;209;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAAA;210;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAAB;211;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAAC;212;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAAD;213;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAAE;214;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAAF;215;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB1;216;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB2;217;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB3;218;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB4;219;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB5;220;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB6;221;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB7;222;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB8;223;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAAB9;224;A6CDEFAAAABB;5074
tc14-22548719;A6CDEFAAAABA;225;A6CDEFAAAABB;5074
