SEQUENTIAL
tc18-babab238;AB2DEFAAAAA1;201
tc18-babab238;AB2DEFAAAAA2;202
tc18-babab238;AB2DEFAAAAA3;203
tc18-babab238;AB2DEFAAAAA4;204
tc18-babab238;AB2DEFAAAAA5;205
tc18-babab238;AB2DEFAAAAA6;206
tc18-babab238;AB2DEFAAAAA7;207
tc18-babab238;AB2DEFAAAAA8;208
tc18-babab238;AB2DEFAAAAA9;209
tc18-babab238;AB2DEFAAAAAA;210
tc18-babab238;AB2DEFAAAAAB;211
tc18-babab238;AB2DEFAAAAAC;212
tc18-babab238;AB2DEFAAAAAD;213
tc18-babab238;AB2DEFAAAAAE;214
tc18-babab238;AB2DEFAAAAAF;215
tc18-babab238;AB2DEFAAAAB1;216
tc18-babab238;AB2DEFAAAAB2;217
tc18-babab238;AB2DEFAAAAB3;218
tc18-babab238;AB2DEFAAAAB4;219
tc18-babab238;AB2DEFAAAAB5;220
tc18-babab238;AB2DEFAAAAB6;221
tc18-babab238;AB2DEFAAAAB7;222
tc18-babab238;AB2DEFAAAAB8;223
tc18-babab238;AB2DEFAAAAB9;224
tc18-babab238;AB2DEFAAAABA;225
tc18-babab238;AB2DEFAAAABB;555
