SEQUENTIAL
tc15-61c3ade5;A7CDEFAAAAA1;201;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA2;202;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA3;203;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA4;204;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA5;205;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA6;206;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA7;207;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA8;208;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAA9;209;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAAA;210;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAAB;211;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAAC;212;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAAD;213;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAAE;214;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAAF;215;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB1;216;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB2;217;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB3;218;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB4;219;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB5;220;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB6;221;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB7;222;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB8;223;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAAB9;224;A7CDEFAAAABB;5075
tc15-61c3ade5;A7CDEFAAAABA;225;A7CDEFAAAABB;5075
